job_title,salary_estimate,rating,company_name,location,latitude,longitude,headquarters,size,type_of_ownership,industry,sector,revenue,min_salary,max_salary,avg_salary,job_state,same_state,company_age,python,excel,hadoop,spark,aws,tableau,big_data,job_simp,seniority
Data Engineer,79-106 ,4.4,Rocket Lawyer,"San Francisco, CA",37.7790262,-122.419906,"San Francisco, CA",51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),79,106,92, CA,1,12,1,1,1,0,0,0,1,data engineer,na
"Senior Data Scientist – Image Analytics, Novartis AI Innovation Lab",79-106 ,3.9,Novartis,"Cambridge, MA",42.3750997,-71.1056157,"Basel, Switzerland",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),79,106,92, MA,0,24,0,0,0,0,0,0,0,data scientist,senior
Data Engineer,79-106 ,3.6,Alion Science & Technology,"Linthicum Heights, MD",39.2039094,-76.6597094,"Mc Lean, VA",1001 to 5000 employees,Company - Private,Research & Development,Business Services,$1 to $2 billion (USD),79,106,92, MD,0,19,1,1,0,0,1,0,1,data engineer,na
Data Science Instructor,79-106 ,4.5,Novetta,"Herndon, VA",38.9695316,-77.3859479,"Mc Lean, VA",501 to 1000 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),79,106,92, VA,0,8,0,1,0,0,0,0,0,na,na
Senior Business Intelligence Analyst,79-106 ,3.7,Protolabs,"Maple Plain, MN",45.0071851,-93.6557945,"Maple Plain, MN",1001 to 5000 employees,Company - Public,Miscellaneous Manufacturing,Manufacturing,$100 to $500 million (USD),79,106,92, MN,1,21,0,0,0,0,0,0,0,analyst,senior
In-Line Inspection Data Analyst,79-106 ,2.9,Quest Integrity,"Tulsa, OK",36.1563122,-95.9927516,"Kent, WA",201 to 500 employees,Company - Public,Oil & Gas Services,"Oil, Gas, Energy & Utilities",$50 to $100 million (USD),79,106,92, OK,0,24,0,1,0,0,0,0,0,analyst,na
Data Scientist - TS/SCI FSP or CI Required,79-106 ,5.0,Phoenix Operations Group,"Annapolis Junction, MD",39.125459649999996,-76.795323688298,"Woodbine, MD",1 to 50 employees,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),79,106,92, MD,0,9,1,0,0,1,0,0,1,data scientist,na
Data Scientist,79-106 ,3.4,Dice.com,"Newton, MA",42.3370414,-71.2092214,"Denver, CO",201 to 500 employees,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),79,106,92, MA,0,30,1,1,0,0,1,0,0,data scientist,na
Senior Data Scientist,79-106 ,3.5,Maxar Technologies,"Herndon, VA",38.9695316,-77.3859479,"Westminster, CO",5001 to 10000 employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),79,106,92, VA,0,-1,1,1,0,0,0,0,1,data scientist,senior
Data Scientist - TS/SCI Required,79-106 ,5.0,Phoenix Operations Group,"Baltimore, MD",39.2908816,-76.610759,"Woodbine, MD",1 to 50 employees,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),79,106,92, MD,0,9,1,0,0,1,0,0,1,data scientist,na
Data Science Software Engineer,79-106 ,4.8,Klaviyo,"Boston, MA",42.3554334,-71.060511,"Boston, MA",201 to 500 employees,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,79,106,92, MA,1,8,1,0,0,0,0,0,0,na,na
ENGINEER - COMPUTER SCIENTIST - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING - SAN ANTONIO OR,79-106 ,3.9,Southwest Research Institute,"Oklahoma City, OK",35.4729886,-97.5170536,"San Antonio, TX",1001 to 5000 employees,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),79,106,92, OK,0,73,1,1,0,0,0,0,0,na,na
AI Ops Data Scientist,79-106 ,4.0,AstraZeneca,"Gaithersburg, MD",39.1399187,-77.1929215,"Cambridge, United Kingdom",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),79,106,92, MD,0,107,1,0,1,1,1,0,0,data scientist,na
"Intelligence Data Analyst, Senior",79-106 ,4.3,The Buffalo Group,"Fort Belvoir, VA",38.72821225,-77.15098291295884,"Reston, VA",501 to 1000 employees,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),79,106,92, VA,0,10,1,0,0,0,0,0,0,analyst,senior
Analytics Manager - Data Mart,79-106 ,3.5,Central California Alliance for Health,"Scotts Valley, CA",37.0510595,-122.014684,"Scotts Valley, CA",501 to 1000 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),79,106,92, CA,1,24,0,0,0,0,0,1,0,manager,na
Data Modeler (Analytical Systems),79-106 ,3.7,MassMutual,"Boston, MA",42.3554334,-71.060511,"Springfield, MA",5001 to 10000 employees,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),79,106,92, MA,0,169,0,1,1,1,0,0,1,na,na
"Senior Machine Learning Scientist - Bay Area, CA",79-106 ,3.3,Tempus Labs,"Redwood City, CA",37.4863239,-122.232523,"Chicago, IL",501 to 1000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,79,106,92, CA,0,5,1,0,0,0,1,0,0,mle,senior
Report Writer-Data Analyst,79-106 ,3.1,Security Finance Corporation of Spartanburg,"Spartanburg, SC",34.9498007,-81.9320157,"Spartanburg, SC",1001 to 5000 employees,Company - Private,Lending,Finance,Unknown / Non-Applicable,79,106,92, SC,1,65,0,0,0,0,0,0,0,analyst,na
Data Scientist/Machine Learning,71-123 ,4.3,PulsePoint,"New York, NY",40.7127281,-74.0060152,"New York, NY",51 to 200 employees,Company - Private,Internet,Information Technology,$100 to $500 million (USD),71,123,97, NY,1,9,1,0,1,1,0,0,1,data scientist,na
Data Scientist - Risk,71-123 ,4.2,LSQ,"Orlando, FL",28.5421109,-81.3790304,"Orlando, FL",51 to 200 employees,Company - Private,Investment Banking & Asset Management,Finance,$100 to $500 million (USD),71,123,97, FL,1,24,1,1,1,1,1,1,1,data scientist,na
Data Engineer,71-123 ,4.4,Resurgent Capital Services,"Cincinnati, OH",39.1014537,-84.5124602,"Greenville, SC",201 to 500 employees,Company - Private,Venture Capital & Private Equity,Finance,$50 to $100 million (USD),71,123,97, OH,0,22,1,1,0,0,1,0,0,data engineer,na
Staff Data Scientist - Pricing,71-123 ,3.6,Opendoor,"San Francisco, CA",37.7790262,-122.419906,"San Francisco, CA",501 to 1000 employees,Company - Private,Real Estate,Real Estate,$2 to $5 billion (USD),71,123,97, CA,1,6,1,0,0,0,1,0,0,data scientist,na
Data Scientist,71-123 ,4.5,Global Data Management Inc,"Hartford, CT",41.764582,-72.6908547,"Woodbridge, NJ",51 to 200 employees,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),71,123,97, CT,0,12,1,0,0,0,0,0,0,data scientist,na
Data Scientist,71-123 ,3.0,Photon Infotech,"Chicago, IL",41.8755616,-87.6244212,"Chennai, India",1001 to 5000 employees,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),71,123,97, IL,0,21,1,1,1,1,0,0,1,data scientist,na
Data Scientist,71-123 ,5.0,REE,United States,39.7837304,-100.445882,"Tel Aviv-Yafo, Israel",51 to 200 employees,Company - Private,Transportation Equipment Manufacturing,Manufacturing,Unknown / Non-Applicable,71,123,97,US,0,2,1,0,0,0,0,0,1,data scientist,na
Machine Learning Engineer,71-123 ,3.6,Riverside Research Institute,"Beavercreek, OH",39.7092262,-84.0632685,"Arlington, VA",501 to 1000 employees,Nonprofit Organization,Federal Agencies,Government,$50 to $100 million (USD),71,123,97, OH,0,53,1,0,0,0,0,0,0,mle,na
Equity Data Insights Analyst - Quantitative Analyst,71-123 ,3.6,T. Rowe Price,"Baltimore, MD",39.2908816,-76.610759,"Baltimore, MD",5001 to 10000 employees,Company - Public,Investment Banking & Asset Management,Finance,$2 to $5 billion (USD),71,123,97, MD,1,83,1,1,0,0,0,1,0,analyst,na
Data Scientist,71-123 ,0.0,"Encode, Inc.","Norfolk, VA",36.8448348,-76.2863999,"Manalapan, NJ",1 to 50 employees,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),71,123,97, VA,0,-1,0,1,0,0,1,0,1,data scientist,na
Research Scientist - Patient-Centered Research (Remote),71-123 ,3.8,Evidera,"Bethesda, MD",38.98127255,-77.12335871396549,"Bethesda, MD",501 to 1000 employees,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),71,123,97, MD,1,7,0,1,0,0,0,0,0,na,na
Data Scientist,71-123 ,3.3,BWX Technologies,"Oak Ridge, TN",36.0103562,-84.2696449,"Lynchburg, VA",5001 to 10000 employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$500 million to $1 billion (USD),71,123,97, TN,0,170,1,0,0,0,0,0,0,data scientist,na
Operations Data Analyst,71-123 ,3.8,Brighthouse Financial,"Charlotte, NC",35.2272086,-80.8430827,"Charlotte, NC",1001 to 5000 employees,Company - Public,Insurance Carriers,Insurance,Unknown / Non-Applicable,71,123,97, NC,1,3,0,0,0,0,0,0,0,analyst,na
Sr. Data Scientist II,71-123 ,3.5,Argo Group US,"New York, NY",40.7127281,-74.0060152,"Hamilton, Bermuda",1001 to 5000 employees,Company - Public,Insurance Carriers,Insurance,$1 to $2 billion (USD),71,123,97, NY,0,72,1,0,1,1,1,0,0,data scientist,senior
Data Scientist,71-123 ,3.3,II-VI Incorporated,"Champaign, IL",40.1164841,-88.2430932,"Saxonburg, PA",10000+ employees,Company - Public,Telecommunications Manufacturing,Telecommunications,$1 to $2 billion (USD),71,123,97, IL,0,49,0,1,0,0,0,0,0,data scientist,na
Data Scientist,71-123 ,4.6,Surya Systems,"San Francisco, CA",37.7790262,-122.419906,"Bristol, PA",1 to 50 employees,Company - Private,Computer Hardware & Software,Information Technology,Less than $1 million (USD),71,123,97, CA,0,-1,1,0,1,0,0,1,0,data scientist,na
Senior Data Analyst,71-123 ,3.9,Life360,"San Francisco, CA",37.7790262,-122.419906,"San Francisco, CA",51 to 200 employees,Company - Public,Internet,Information Technology,Unknown / Non-Applicable,71,123,97, CA,1,12,1,0,0,0,0,1,0,analyst,senior
Data Scientist,71-123 ,3.9,Predictive Research Inc,"Plano, TX",33.0136764,-96.6925096,"Bangalore, India",1 to 50 employees,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,71,123,97, TX,0,-1,1,0,0,0,0,0,0,data scientist,na
Data Scientist,90-124 ,4.7,Oversight Systems,"Atlanta, GA",33.7489924,-84.3902644,"Atlanta, GA",51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),90,124,107, GA,1,17,1,1,0,0,0,0,0,data scientist,na
Senior Research Statistician- Data Scientist,90-124 ,4.8,Acuity Insurance,"Sheboygan, WI",43.7128967,-87.9370433,"Sheboygan, WI",1001 to 5000 employees,Company - Private,Insurance Carriers,Insurance,$1 to $2 billion (USD),90,124,107, WI,1,95,0,0,0,0,0,0,0,data scientist,senior
Software Data Engineer,90-124 ,3.1,1010data,"New York, NY",40.7127281,-74.0060152,"New York, NY",201 to 500 employees,Company - Private,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),90,124,107, NY,1,20,1,1,0,0,1,0,0,data engineer,na
Data Scientist,90-124 ,3.6,Gigya,"Palo Alto, CA",37.4443293,-122.1598465,"Mountain View, CA",201 to 500 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),90,124,107, CA,0,14,0,0,0,0,0,0,1,data scientist,na
Real World Evidence (RWE) Scientist,90-124 ,5.0,Genesis Research,"Hoboken, NJ",40.7433066,-74.0323752,"Hoboken, NJ",1 to 50 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,90,124,107, NJ,1,11,1,0,0,0,0,0,0,na,na
Data Scientist,90-124 ,3.7,Sanofi,"Cambridge, MA",42.3750997,-71.1056157,"Paris, France",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),90,124,107, MA,0,47,1,0,0,0,0,1,1,data scientist,na
Data Scientist,90-124 ,3.7,XPO Logistics,"Lebanon, IN",40.0483744,-86.4691677,"Greenwich, CT",10000+ employees,Company - Public,Transportation Management,Transportation & Logistics,$10+ billion (USD),90,124,107, IN,0,9,1,0,0,0,0,0,1,data scientist,na
Data Scientist,90-124 ,3.9,Trace Data,"Oakland, CA",37.8044557,-122.271356,"Santa Ana, CA",51 to 200 employees,Company - Private,Insurance Carriers,Insurance,$10 to $25 million (USD),90,124,107, CA,0,20,1,0,0,1,0,0,0,data scientist,na
Data Scientist,90-124 ,4.3,Descript,"San Francisco, CA",37.7790262,-122.419906,"Houston, TX",1 to 50 employees,Company - Private,-1,-1,Less than $1 million (USD),90,124,107, CA,0,-1,1,0,0,0,0,0,0,data scientist,na
Computer Scientist 1,90-124 ,4.2,Rincon Research Corporation,"Melbourne, FL",28.106471,-80.6371513,"Tucson, AZ",201 to 500 employees,Company - Private,Aerospace & Defense,Aerospace & Defense,$50 to $100 million (USD),90,124,107, FL,0,37,1,0,0,0,0,0,0,na,na
Lead Data Scientist,90-124 ,3.7,MassMutual,"Boston, MA",42.3554334,-71.060511,"Springfield, MA",5001 to 10000 employees,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),90,124,107, MA,0,169,1,0,1,1,1,0,0,data scientist,senior
Data Scientist,90-124 ,4.0,Better Hire,"Birmingham, AL",33.5206824,-86.8024326,"Birmingham, AL",1 to 50 employees,Company - Private,-1,-1,Unknown / Non-Applicable,90,124,107, AL,1,-1,0,0,0,0,0,0,0,data scientist,na
Data Scientist,90-124 ,3.3,Parker Hannifin,"Cleveland, OH",41.4996574,-81.6936772,"Cleveland, OH",10000+ employees,Company - Public,Industrial Manufacturing,Manufacturing,$10+ billion (USD),90,124,107, OH,1,103,1,1,0,0,0,0,0,data scientist,na
Data Scientist,90-124 ,4.1,Gallup,"New York, NY",40.7127281,-74.0060152,"Washington, DC",1001 to 5000 employees,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,90,124,107, NY,0,85,1,1,0,0,0,0,0,data scientist,na
Data Scientist,90-124 ,3.3,Insider Inc,"New York, NY",40.7127281,-74.0060152,"New York, NY",201 to 500 employees,Company - Private,News Outlet,Media,$50 to $100 million (USD),90,124,107, NY,1,13,1,1,0,0,0,0,0,data scientist,na
Data Scientist,90-124 ,3.9,Rapid Value Solutions,"San Francisco, CA",37.7790262,-122.419906,"Pleasanton, CA",201 to 500 employees,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,90,124,107, CA,0,11,1,0,0,0,1,0,0,data scientist,na
Environmental Data Science,90-124 ,3.1,Battelle,"Norwell, MA",42.1617681,-70.7939307,"Columbus, OH",10000+ employees,Nonprofit Organization,Research & Development,Business Services,$5 to $10 billion (USD),90,124,107, MA,0,91,0,1,0,0,0,0,0,na,na
Computational Behavioral Scientist,90-124 ,4.2,Ntrepid,"Herndon, VA",38.9695316,-77.3859479,"Herndon, VA",201 to 500 employees,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),90,124,107, VA,1,10,1,0,0,0,0,0,0,na,na
Data Scientist,90-124 ,5.0,"The Drive Media, Inc.","New York, NY",40.7127281,-74.0060152,-1,Unknown,Unknown,-1,-1,Unknown / Non-Applicable,90,124,107, NY,0,-1,1,1,0,0,0,0,0,data scientist,na
Staff BI and Data Engineer,90-124 ,2.9,Affinity Solutions,"San Jose, CA",37.3361663,-121.890591,"New York, NY",51 to 200 employees,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,90,124,107, CA,0,22,1,0,0,1,0,1,1,data engineer,na
Principal Machine Learning Scientist,90-124 ,4.7,Sage Intacct,"San Francisco, CA",37.7790262,-122.419906,"San Jose, CA",501 to 1000 employees,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,90,124,107, CA,0,21,1,0,0,0,0,0,0,mle,senior
Principal Data Scientist - Machine Learning,90-124 ,3.6,Constant Contact,"Waltham, MA",42.3756401,-71.2358004,"Waltham, MA",Unknown,Subsidiary or Business Segment,Advertising & Marketing,Business Services,Unknown / Non-Applicable,90,124,107, MA,1,25,1,1,1,1,1,0,1,data scientist,senior
Data Scientist-Human Resources,91-150 ,3.8,MIT Lincoln Laboratory,"Lexington, MA",42.4473175,-71.2245003,"Lexington, MA",1001 to 5000 employees,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,91,150,120, MA,1,69,1,0,1,1,0,0,1,data scientist,na
Associate Data Scientist,91-150 ,3.3,Puget Sound Energy,"Bothell, WA",47.7623204,-122.2054035,"Bellevue, WA",1001 to 5000 employees,Company - Private,Utilities,"Oil, Gas, Energy & Utilities",$2 to $5 billion (USD),91,150,120, WA,0,21,0,1,1,1,0,0,0,data scientist,na
"Data Scientist - Statistics, Mid-Career",91-150 ,3.7,Pacific Northwest National Laboratory,"Richland, WA",46.2804298,-119.275205,"Richland, WA",1001 to 5000 employees,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),91,150,120, WA,1,55,0,0,0,0,0,0,0,data scientist,na
Director of Data Science,91-150 ,3.8,Analysis Group,"Boston, MA",42.3554334,-71.060511,"Boston, MA",1001 to 5000 employees,Private Practice / Firm,Consulting,Business Services,$100 to $500 million (USD),91,150,120, MA,1,39,1,1,0,0,1,0,0,director,na
Data Scientist,91-150 ,3.2,US Pharmacopeia,"Rockville, MD",39.0817985,-77.1516844,"Rockville, MD",1001 to 5000 employees,Nonprofit Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),91,150,120, MD,1,200,1,1,0,0,0,1,0,data scientist,na
Data Scientist,91-150 ,4.6,Itlize Global,"Piscataway, NJ",40.5462553,-74.4660408,"Piscataway, NJ",201 to 500 employees,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),91,150,120, NJ,1,10,1,0,1,1,0,0,1,data scientist,na
Data Scientist,91-150 ,3.5,eBay,"San Jose, CA",37.3361663,-121.890591,"San Jose, CA",10000+ employees,Company - Public,Internet,Information Technology,$10+ billion (USD),91,150,120, CA,1,25,1,0,1,0,0,1,1,data scientist,na
"Data Engineer, Digital & Comp Pathology",91-150 ,5.0,Paige,"New York, NY",40.7127281,-74.0060152,"New York, NY",1 to 50 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,91,150,120, NY,1,2,1,1,0,0,1,0,0,data engineer,na
Data Engineer,91-150 ,4.1,Shape Security,"Santa Clara, CA",37.2333253,-121.6846349,"Mountain View, CA",51 to 200 employees,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,91,150,120, CA,0,9,1,0,0,0,1,0,1,data engineer,na
"Manager / Lead, Data Science & Analytics",91-150 ,4.1,ABIOMED,"Danvers, MA",42.566751,-70.9368313,"Danvers, MA",1001 to 5000 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),91,150,120, MA,1,39,1,1,0,0,0,1,0,manager,senior
Data Scientist,91-150 ,3.5,Comcast,"New York, NY",40.7127281,-74.0060152,"Philadelphia, PA",10000+ employees,Company - Public,-1,-1,$10+ billion (USD),91,150,120, NY,0,57,1,0,0,0,1,1,0,data scientist,na
Data Scientist,91-150 ,3.2,"Metronome, LLC","Vienna, VA",38.9013729,-77.2651762,"Fairfax, VA",51 to 200 employees,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),91,150,120, VA,0,9,1,0,0,1,0,0,1,data scientist,na
Data Scientist,91-150 ,5.0,SkillSoniq,"San Francisco, CA",37.7790262,-122.419906,"Jersey City, NJ",Unknown,Company - Public,-1,-1,Unknown / Non-Applicable,91,150,120, CA,0,-1,1,0,0,0,0,0,0,data scientist,na
Data Scientist,91-150 ,4.7,Lawrence Livermore National Lab,"Livermore, CA",37.6820583,-121.768053,"Livermore, CA",1001 to 5000 employees,Government,Federal Agencies,Government,$1 to $2 billion (USD),91,150,120, CA,1,68,1,1,0,0,0,0,1,data scientist,na
Diversity and Inclusion Data Analyst,91-150 ,3.8,FHLBank Pittsburgh,"Pittsburgh, PA",40.4416941,-79.9900861,"Pittsburgh, PA",201 to 500 employees,Company - Private,Banks & Credit Unions,Finance,$1 to $2 billion (USD),91,150,120, PA,1,88,0,0,0,0,1,1,0,analyst,na
Data Scientist,91-150 ,3.6,Jacobs,"Herndon, VA",38.9695316,-77.3859479,"Dallas, TX",10000+ employees,Company - Public,Architectural & Engineering Services,Business Services,$10+ billion (USD),91,150,120, VA,0,73,1,0,1,1,1,1,0,data scientist,na
Data Scientist,91-150 ,4.8,Klaviyo,"Boston, MA",42.3554334,-71.060511,"Boston, MA",201 to 500 employees,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,91,150,120, MA,1,8,0,0,0,0,0,0,0,data scientist,na
Data Scientist,91-150 ,3.3,Underwriters Laboratories,"Northbrook, IL",42.128704,-87.8265089,"Northbrook, IL",10000+ employees,Company - Private,Consulting,Business Services,$2 to $5 billion (USD),91,150,120, IL,1,126,0,0,0,1,0,0,0,data scientist,na
Data Scientist,91-150 ,3.7,Altus Group,"Irvine, CA",33.6856969,-117.8259819,"Toronto, Canada",1001 to 5000 employees,Company - Public,Real Estate,Real Estate,$100 to $500 million (USD),91,150,120, CA,0,15,1,1,0,0,1,1,0,data scientist,na
Data Scientist,91-150 ,5.0,Jobot,"Irvine, CA",33.6856969,-117.8259819,"Irvine, CA",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),91,150,120, CA,1,2,1,1,0,0,0,1,0,data scientist,na
Data Scientist,91-150 ,0.0,Trovetechs Inc,"San Francisco, CA",37.7790262,-122.419906,"Hillsborough, NJ",Unknown,Company - Private,-1,-1,Unknown / Non-Applicable,91,150,120, CA,0,-1,0,0,0,0,0,0,0,data scientist,na
Senior Analyst/Data Scientist,141-225 ,3.4,Edmunds.com,"Santa Monica, CA",34.0194704,-118.491227,"Santa Monica, CA",501 to 1000 employees,Company - Private,Internet,Information Technology,$100 to $500 million (USD),141,225,183, CA,1,54,1,1,0,0,1,1,0,data scientist,senior
Data Scientist,141-225 ,5.0,Cohere Health,"Boston, MA",42.3554334,-71.060511,"Boston, MA",1 to 50 employees,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,141,225,183, MA,1,1,1,1,0,0,0,0,0,data scientist,na
Data Scientist,141-225 ,0.0,Trovetechs Inc,"San Francisco, CA",37.7790262,-122.419906,"Hillsborough, NJ",Unknown,Company - Private,-1,-1,Unknown / Non-Applicable,141,225,183, CA,0,-1,0,0,0,0,0,0,0,data scientist,na
Senior Data Scientist - R&D Oncology,141-225 ,4.0,AstraZeneca,"New York, NY",40.7127281,-74.0060152,"Cambridge, United Kingdom",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),141,225,183, NY,0,107,1,0,0,0,0,0,0,data scientist,senior
Data Scientist,141-225 ,4.2,Oshkosh Corporation,"Oshkosh, WI",44.0206919,-88.5408574,"Oshkosh, WI",10000+ employees,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$5 to $10 billion (USD),141,225,183, WI,1,103,1,1,1,1,0,0,1,data scientist,na
Data Scientist,141-225 ,4.3,Joby Aviation,"San Carlos, CA",37.504936,-122.261823,"Santa Cruz, CA",51 to 200 employees,Company - Private,-1,-1,Unknown / Non-Applicable,141,225,183, CA,0,-1,1,1,0,1,1,0,1,data scientist,na
Data Scientist,141-225 ,3.4,Mackin,"Menlo Park, CA",37.4519671,-122.177992,"Pittsburgh, PA",51 to 200 employees,Company - Private,Architectural & Engineering Services,Business Services,$10 to $25 million (USD),141,225,183, CA,0,60,1,0,0,0,0,0,0,data scientist,na
Data Scientist,141-225 ,0.0,PETADATA,"San Francisco, CA",37.7790262,-122.419906,"Fremont, CA",51 to 200 employees,Company - Private,-1,-1,Unknown / Non-Applicable,141,225,183, CA,0,-1,1,1,0,0,0,1,0,data scientist,na
Data Scientist,141-225 ,4.4,VBeyond Corporation,"Dallas, TX",32.7762719,-96.7968559,"Hillsborough, NJ",201 to 500 employees,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),141,225,183, TX,0,14,1,0,0,0,0,0,0,data scientist,na
Data Scientist Machine Learning,141-225 ,3.5,Leidos,"Arlington, VA",38.8769326,-77.0893094,"Reston, VA",10000+ employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),141,225,183, VA,0,51,1,0,0,0,1,0,0,data scientist,na
Data Scientist,141-225 ,3.7,Take-Two,"San Francisco, CA",37.7790262,-122.419906,"New York, NY",1001 to 5000 employees,Company - Public,Video Games,Media,$1 to $2 billion (USD),141,225,183, CA,0,27,1,1,0,1,1,1,0,data scientist,na
Data Scientist,141-225 ,3.7,Colony Brands,"Monroe, WI",43.9416755,-90.6397264,"Monroe, WI",501 to 1000 employees,Company - Private,Food & Beverage Stores,Retail,$100 to $500 million (USD),141,225,183, WI,1,-1,1,0,0,0,0,0,0,data scientist,na
Data Scientist,141-225 ,4.1,Capio Group,"Sacramento, CA",38.5810606,-121.493895,"Goteborg, Sweden",10000+ employees,Hospital,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,141,225,183, CA,0,-1,1,0,0,0,0,0,0,data scientist,na
Data Scientist,141-225 ,3.4,SleePare,"New York, NY",40.7127281,-74.0060152,"New York, NY",1 to 50 employees,Company - Private,Other Retail Stores,Retail,Unknown / Non-Applicable,141,225,183, NY,1,3,1,0,0,1,0,0,0,data scientist,na
Data Analyst,141-225 ,4.5,ShorePoint,"Reston, VA",38.953055899999995,-77.35021396591173,"Washington, DC",1 to 50 employees,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,141,225,183, VA,0,3,0,1,0,0,0,1,0,analyst,na
Data Scientist,141-225 ,3.5,Dolphin,"New York, NY",40.7127281,-74.0060152,"Lake Buena Vista, FL",1001 to 5000 employees,Company - Private,"Hotels, Motels, & Resorts",Travel & Tourism,Unknown / Non-Applicable,141,225,183, NY,0,30,1,0,0,1,0,0,0,data scientist,na
Data Scientist,141-225 ,3.6,TE Connectivity,"Hampton, VA",37.0300969,-76.3452057,"Schaffhausen, Switzerland",10000+ employees,Company - Public,Electrical & Electronic Manufacturing,Manufacturing,$10+ billion (USD),141,225,183, VA,0,13,0,0,0,0,0,0,0,data scientist,na
Data Scientist,141-225 ,3.2,State of Virginia,"Richmond, VA",37.5385087,-77.43428,"Richmond, VA",10000+ employees,Government,State & Regional Agencies,Government,$10+ billion (USD),141,225,183, VA,1,232,1,0,1,0,0,0,1,data scientist,na
Data Scientist,141-225 ,3.7,TA Digital,"New York, NY",40.7127281,-74.0060152,"Newark, CA",501 to 1000 employees,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),141,225,183, NY,0,20,1,0,0,0,1,0,1,data scientist,na
Data Scientist,141-225 ,4.0,Market America Inc,"Monterey, CA",36.2231079,-121.387742,"Greensboro, NC",501 to 1000 employees,Company - Private,Other Retail Stores,Retail,$100 to $500 million (USD),141,225,183, CA,0,28,1,1,1,1,0,0,0,data scientist,na
Data Scientist,145-225,3.2,Triplebyte,"Chicago, IL",41.8755616,-87.6244212,"San Francisco, CA",51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,145,225,185, IL,0,5,0,0,0,0,0,0,0,data scientist,na
